ID interactor A	ID interactor B	Alt. ID interactor A	Alt. ID interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Processing Status	
DIP-35120N|refseq:NP_492161|uniprotkb:Q93413	DIP-35118N|refseq:NP_500199|uniprotkb:Q95XS0	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:22179787|pubmed:DIP-16336S|pubmed:22179787|pubmed:DIP-16336S|pubmed:22179787|pubmed:DIP-16336S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-192296E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-60530N|refseq:NP_492132|uniprotkb:G5EBQ3	DIP-60529N|refseq:NP_492009|uniprotkb:Q19731	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:22179787|pubmed:DIP-16336S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)	MI:0465(dip)	DIP-192301E	dip-quality-status:core	dip:0004(small scale)		-
DIP-35118N|refseq:NP_500199|uniprotkb:Q95XS0	DIP-60527N|uniprotkb:G5EE53	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:22179787|pubmed:DIP-16336S|pubmed:22179787|pubmed:DIP-16336S|pubmed:22179787|pubmed:DIP-16336S|pubmed:22179787|pubmed:DIP-16336S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-192302E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-35117N|refseq:NP_493918|uniprotkb:Q9GZI7	DIP-25340N|refseq:NP_498761|uniprotkb:P34529	 -	-	-	-	MI:0096(pull down)|MI:0096(pull down)	-	pubmed:22179787|pubmed:DIP-16336S|pubmed:22179787|pubmed:DIP-16336S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0407(direct interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-192303E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-35118N|refseq:NP_500199|uniprotkb:Q95XS0	DIP-25340N|refseq:NP_498761|uniprotkb:P34529	 -	-	-	-	MI:0096(pull down)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0096(pull down)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:22179787|pubmed:DIP-16336S|pubmed:22179787|pubmed:DIP-16336S|pubmed:22179787|pubmed:DIP-16336S|pubmed:22179787|pubmed:DIP-16336S|pubmed:22179787|pubmed:DIP-16336S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-192304E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-26552N|refseq:NP_499265|uniprotkb:Q22617	DIP-60528N|refseq:NP_741611|uniprotkb:G5EEH0	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:22179787|pubmed:DIP-16336S|pubmed:22179787|pubmed:DIP-16336S|pubmed:22179787|pubmed:DIP-16336S|pubmed:22179787|pubmed:DIP-16336S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-192307E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-699N|uniprotkb:P29353	DIP-26227N|uniprotkb:P39745	 -	-	-	-	MI:0096(pull down)	-	pubmed:23584453|pubmed:DIP-16349S	taxid:9606(Homo sapiens)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)	MI:0465(dip)	DIP-192395E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60529N|refseq:NP_492009|uniprotkb:Q19731	DIP-60527N|uniprotkb:G5EE53	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:22179787|pubmed:DIP-16336S|pubmed:22179787|pubmed:DIP-16336S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-192299E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-25340N|refseq:NP_498761|uniprotkb:P34529	DIP-26552N|refseq:NP_499265|uniprotkb:Q22617	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:22179787|pubmed:DIP-16336S|pubmed:22179787|pubmed:DIP-16336S|pubmed:22179787|pubmed:DIP-16336S|pubmed:22179787|pubmed:DIP-16336S|pubmed:22179787|pubmed:DIP-16336S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-192632E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-26552N|refseq:NP_499265|uniprotkb:Q22617	DIP-35118N|refseq:NP_500199|uniprotkb:Q95XS0	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:22179787|pubmed:DIP-16336S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)	MI:0465(dip)	DIP-192633E	dip-quality-status:core	dip:0004(small scale)		-
DIP-35118N|refseq:NP_500199|uniprotkb:Q95XS0	DIP-35117N|refseq:NP_493918|uniprotkb:Q9GZI7	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:22179787|pubmed:DIP-16336S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)	MI:0465(dip)	DIP-192634E	dip-quality-status:core	dip:0004(small scale)		-
DIP-35118N|refseq:NP_500199|uniprotkb:Q95XS0	DIP-35121N|refseq:NP_495959|uniprotkb:Q22707	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:22179787|pubmed:DIP-16336S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)	MI:0465(dip)	DIP-192635E	dip-quality-status:core	dip:0004(small scale)		-
DIP-35118N|refseq:NP_500199|uniprotkb:Q95XS0	DIP-35116N|uniprotkb:O44406	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:22179787|pubmed:DIP-16336S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)	MI:0465(dip)	DIP-192636E	dip-quality-status:core	dip:0004(small scale)		-
DIP-26552N|refseq:NP_499265|uniprotkb:Q22617	DIP-26168N|refseq:NP_501018|uniprotkb:O44165	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:22179787|pubmed:DIP-16336S|pubmed:22179787|pubmed:DIP-16336S|pubmed:22179787|pubmed:DIP-16336S|pubmed:22179787|pubmed:DIP-16336S|pubmed:22179787|pubmed:DIP-16336S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-192637E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-60528N|refseq:NP_741611|uniprotkb:G5EEH0	DIP-26168N|refseq:NP_501018|uniprotkb:O44165	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:22179787|pubmed:DIP-16336S|pubmed:22179787|pubmed:DIP-16336S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-192638E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-25340N|refseq:NP_498761|uniprotkb:P34529	DIP-60528N|refseq:NP_741611|uniprotkb:G5EEH0	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:22179787|pubmed:DIP-16336S|pubmed:22179787|pubmed:DIP-16336S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-192639E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-25340N|refseq:NP_498761|uniprotkb:P34529	DIP-60527N|uniprotkb:G5EE53	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:22179787|pubmed:DIP-16336S|pubmed:22179787|pubmed:DIP-16336S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-192640E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-25340N|refseq:NP_498761|uniprotkb:P34529	DIP-35120N|refseq:NP_492161|uniprotkb:Q93413	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:22179787|pubmed:DIP-16336S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)	MI:0465(dip)	DIP-192641E	dip-quality-status:core	dip:0004(small scale)		-
DIP-33079N|uniprotkb:P62805	DIP-25435N|refseq:NP_498112|uniprotkb:Q8T8N5	 -	-	-	-	MI:0515(methyltransferase assay)	-	pubmed:24726341|pubmed:DIP-16658S	taxid:9606(Homo sapiens)	taxid:6239(Caenorhabditis elegans)	MI:0213(methylation reaction)	MI:0465(dip)	DIP-196456E	dip-quality-status:core	dip:0004(small scale)		-
DIP-60921N|refseq:NP_001023466|uniprotkb:G5EGG8	DIP-60921N|refseq:NP_001023466|uniprotkb:G5EGG8	-	-	-	-	MI:0018(two hybrid)|MI:0040(electron microscopy)	-	pubmed:17483448|pubmed:DIP-16786S|pubmed:17483448|pubmed:DIP-16786S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)|MI:0407(direct interaction)	MI:0465(dip)	DIP-196823E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-60921N|refseq:NP_001023466|uniprotkb:G5EGG8	DIP-26113N|refseq:NP_498502|uniprotkb:Q22311	 -	-	-	-	MI:0096(pull down)|MI:0096(pull down)|MI:0018(two hybrid)	-	pubmed:17483448|pubmed:DIP-16786S|pubmed:17483448|pubmed:DIP-16786S|pubmed:17483448|pubmed:DIP-16786S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-196824E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-24892N|refseq:NP_495103|uniprotkb:Q9GT24	DIP-24892N|refseq:NP_495103|uniprotkb:Q9GT24	-	-	-	-	MI:0071(molecular sieving)|MI:0826(x ray scattering)|MI:0104(static light scattering)|MI:0114(x-ray crystallography)	-	pubmed:24980795|pubmed:DIP-16885S|pubmed:24980795|pubmed:DIP-16885S|pubmed:24980795|pubmed:DIP-16885S|pubmed:24980795|pubmed:DIP-16885S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-197146E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-24892N|refseq:NP_495103|uniprotkb:Q9GT24	DIP-25500N|refseq:NP_492414|uniprotkb:P91870	 -	-	-	-	MI:1247(mst)|MI:0096(pull down)|MI:0104(static light scattering)|MI:0071(molecular sieving)|MI:0018(two hybrid)|MI:0096(pull down)	-	pubmed:24980795|pubmed:DIP-16885S|pubmed:24980795|pubmed:DIP-16885S|pubmed:24980795|pubmed:DIP-16885S|pubmed:24980795|pubmed:DIP-16885S|pubmed:24980795|pubmed:DIP-16885S|pubmed:24980795|pubmed:DIP-16885S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction)	MI:0465(dip)	DIP-197147E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-24892N|refseq:NP_495103|uniprotkb:Q9GT24	DIP-59503N|refseq:NP_649557|uniprotkb:Q9VNE4	 -	-	-	-	MI:1247(mst)	-	pubmed:24980795|pubmed:DIP-16885S	taxid:6239(Caenorhabditis elegans)	taxid:7227(Drosophila melanogaster)	MI:0407(direct interaction)	MI:0465(dip)	DIP-197148E	dip-quality-status:core	dip:0004(small scale)		-
DIP-61008N|refseq:NP_081832|uniprotkb:E9Q4Y4	DIP-24892N|refseq:NP_495103|uniprotkb:Q9GT24	 -	-	-	-	MI:1247(mst)	-	pubmed:24980795|pubmed:DIP-16885S	taxid:10090(Mus musculus)	taxid:6239(Caenorhabditis elegans)	MI:0407(direct interaction)	MI:0465(dip)	DIP-197149E	dip-quality-status:core	dip:0004(small scale)		-
DIP-49071N|uniprotkb:O97143	DIP-25500N|refseq:NP_492414|uniprotkb:P91870	 -	-	-	-	MI:1247(mst)	-	pubmed:24980795|pubmed:DIP-16885S	taxid:7227(Drosophila melanogaster)	taxid:6239(Caenorhabditis elegans)	MI:0407(direct interaction)	MI:0465(dip)	DIP-197150E	dip-quality-status:core	dip:0004(small scale)		-
DIP-25202N|refseq:NP_498887	DIP-61096N|refseq:NP_492088|uniprotkb:Q93212	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:16418277|pubmed:DIP-16991S|pubmed:16418277|pubmed:DIP-16991S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-197430E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-61159N|refseq:NP_506245|uniprotkb:Q22013	DIP-61159N|refseq:NP_506245|uniprotkb:Q22013	-	-	-	-	MI:0071(molecular sieving)	-	pubmed:16627619|pubmed:DIP-17077S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0407(direct interaction)	MI:0465(dip)	DIP-197631E	dip-quality-status:core	dip:0004(small scale)		-
DIP-61308N|refseq:NP_113736|uniprotkb:P37089	DIP-61307N|uniprotkb:Q27433	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:17079490|pubmed:DIP-17328S	taxid:10116(Rattus norvegicus)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)	MI:0465(dip)	DIP-198267E	dip-quality-status:core	dip:0004(small scale)		-
DIP-1016N|refseq:NP_498007|uniprotkb:P30429	DIP-52612N|uniprotkb:Q20924	 -	-	-	-	MI:0096(pull down)|MI:0047(far western blotting)|MI:0096(pull down)	-	pubmed:16938876|pubmed:DIP-17266S|pubmed:16938876|pubmed:DIP-17266S|pubmed:16938876|pubmed:DIP-17266S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-198047E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-52612N|uniprotkb:Q20924	DIP-29640N|refseq:NP_492371|uniprotkb:Q21443	 -	-	-	-	MI:0096(pull down)	-	pubmed:16938876|pubmed:DIP-17266S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0407(direct interaction)	MI:0465(dip)	DIP-198048E	dip-quality-status:core	dip:0004(small scale)		-
DIP-61306N|uniprotkb:Q95QD7	DIP-27251N|refseq:NP_498543|uniprotkb:Q23482	 -	-	-	-	MI:0071(molecular sieving)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:17075059|pubmed:DIP-17321S|pubmed:17075059|pubmed:DIP-17321S|pubmed:17075059|pubmed:DIP-17321S|pubmed:17075059|pubmed:DIP-17321S|pubmed:17075059|pubmed:DIP-17321S|pubmed:17075059|pubmed:DIP-17321S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-198189E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-61305N|uniprotkb:Q10120	DIP-24440N|refseq:NP_492552|uniprotkb:P90916	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:17075059|pubmed:DIP-17321S|pubmed:17075059|pubmed:DIP-17321S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-198258E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-61305N|uniprotkb:Q10120	DIP-24795N|refseq:NP_491686|uniprotkb:O01682	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:17075059|pubmed:DIP-17321S|pubmed:17075059|pubmed:DIP-17321S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-198259E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-61306N|uniprotkb:Q95QD7	DIP-61305N|uniprotkb:Q10120	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:17075059|pubmed:DIP-17321S|pubmed:17075059|pubmed:DIP-17321S|pubmed:17075059|pubmed:DIP-17321S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-198260E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-26129N|refseq:NP_495957|uniprotkb:Q22703	DIP-27251N|refseq:NP_498543|uniprotkb:Q23482	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:17075059|pubmed:DIP-17321S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)	MI:0465(dip)	DIP-198261E	dip-quality-status:core	dip:0004(small scale)		-
DIP-27251N|refseq:NP_498543|uniprotkb:Q23482	DIP-24795N|refseq:NP_491686|uniprotkb:O01682	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:17075059|pubmed:DIP-17321S|pubmed:17075059|pubmed:DIP-17321S|pubmed:17075059|pubmed:DIP-17321S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-198262E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-25659N|refseq:NP_494436|uniprotkb:O17174	DIP-27251N|refseq:NP_498543|uniprotkb:Q23482	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:17075059|pubmed:DIP-17321S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)	MI:0465(dip)	DIP-198263E	dip-quality-status:core	dip:0004(small scale)		-
DIP-24440N|refseq:NP_492552|uniprotkb:P90916	DIP-61306N|uniprotkb:Q95QD7	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:17075059|pubmed:DIP-17321S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)	MI:0465(dip)	DIP-198264E	dip-quality-status:core	dip:0004(small scale)		-
DIP-61306N|uniprotkb:Q95QD7	DIP-24795N|refseq:NP_491686|uniprotkb:O01682	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:17075059|pubmed:DIP-17321S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)	MI:0465(dip)	DIP-198265E	dip-quality-status:core	dip:0004(small scale)		-
DIP-61305N|uniprotkb:Q10120	DIP-61304N|uniprotkb:P30630	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:17075059|pubmed:DIP-17321S|pubmed:17075059|pubmed:DIP-17321S|pubmed:17075059|pubmed:DIP-17321S|pubmed:17075059|pubmed:DIP-17321S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-198252E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-61304N|uniprotkb:P30630	DIP-24795N|refseq:NP_491686|uniprotkb:O01682	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:17075059|pubmed:DIP-17321S|pubmed:17075059|pubmed:DIP-17321S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-198253E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-61304N|uniprotkb:P30630	DIP-27251N|refseq:NP_498543|uniprotkb:Q23482	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:17075059|pubmed:DIP-17321S|pubmed:17075059|pubmed:DIP-17321S|pubmed:17075059|pubmed:DIP-17321S|pubmed:17075059|pubmed:DIP-17321S|pubmed:17075059|pubmed:DIP-17321S|pubmed:17075059|pubmed:DIP-17321S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-198254E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-61306N|uniprotkb:Q95QD7	DIP-61304N|uniprotkb:P30630	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:17075059|pubmed:DIP-17321S|pubmed:17075059|pubmed:DIP-17321S|pubmed:17075059|pubmed:DIP-17321S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-198255E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-27251N|refseq:NP_498543|uniprotkb:Q23482	DIP-61305N|uniprotkb:Q10120	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:17075059|pubmed:DIP-17321S|pubmed:17075059|pubmed:DIP-17321S|pubmed:17075059|pubmed:DIP-17321S|pubmed:17075059|pubmed:DIP-17321S|pubmed:17075059|pubmed:DIP-17321S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-198256E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-61304N|uniprotkb:P30630	DIP-24440N|refseq:NP_492552|uniprotkb:P90916	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:17075059|pubmed:DIP-17321S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)	MI:0465(dip)	DIP-198257E	dip-quality-status:core	dip:0004(small scale)		-
DIP-25581N|refseq:NP_492815|uniprotkb:O16850	DIP-61372N|uniprotkb:Q09228	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:25419847|pubmed:DIP-17412S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)	MI:0465(dip)	DIP-198654E	dip-quality-status:core	dip:0004(small scale)		-
DIP-61373N|refseq:NP_498940|uniprotkb:P83351	DIP-26521N|refseq:NP_498563|uniprotkb:O18158	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:25419848|pubmed:DIP-17413S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0915(physical association)	MI:0465(dip)	DIP-198658E	dip-quality-status:core	dip:0004(small scale)		-
